session_date,file,office,person,basis
2016-12-21,2016-12-21_r22_EXTRAORDINARIA,prosecretario,Ángel Torres,masthead
2016-12-21,2016-12-21_r22_EXTRAORDINARIA,secretario,Helio Rebot,masthead
2016-12-21,2016-12-21_r22_EXTRAORDINARIA,secretario,Juan Pedro Tunessi,masthead
2016-12-21,2016-12-21_r22_EXTRAORDINARIA,vicepresidente de la nacion,Marta Gabriela Michetti,masthead
2017-02-21,2017-02-21_r01_PREPARATORIA,presidente provisional,Federico Pinedo,masthead
2017-02-21,2017-02-21_r01_PREPARATORIA,prosecretario,Eric Calcagno,masthead
2017-02-21,2017-02-21_r01_PREPARATORIA,prosecretario,Mario Daniele,masthead
2017-02-21,2017-02-21_r01_PREPARATORIA,prosecretario,Ángel Torres,masthead
2017-02-21,2017-02-21_r01_PREPARATORIA,secretario,Helio Rebot,masthead
2017-02-21,2017-02-21_r01_PREPARATORIA,secretario,Juan Pedro Tunessi,masthead
2017-03-01,2017-03-01_r00_ASAMBLEA,presidente de la honorable camara de diputados,Emilio Monzó,masthead
2017-03-01,2017-03-01_r00_ASAMBLEA,secretario,Eugenio Inchausti,masthead
2017-03-01,2017-03-01_r00_ASAMBLEA,secretario,Juan Pedro Tunessi,masthead
2017-03-29,2017-03-29_r02_ORDINARIA,presidente provisional,Federico Pinedo,masthead
2017-03-29,2017-03-29_r02_ORDINARIA,prosecretario,Eric Calcagno,masthead
2017-03-29,2017-03-29_r02_ORDINARIA,prosecretario,Mario Daniele,masthead
2017-03-29,2017-03-29_r02_ORDINARIA,prosecretario,Ángel Torres,masthead
2017-03-29,2017-03-29_r02_ORDINARIA,secretario,Helio Rebot,masthead
2017-03-29,2017-03-29_r02_ORDINARIA,secretario,Juan Pedro Tunessi,masthead
2017-03-29,2017-03-29_r02_ORDINARIA,vicepresidente 1º,Juan Carlos Marino,masthead
2017-03-29,2017-03-29_r02_ORDINARIA,vicepresidente de la nacion,Marta Gabriela Michetti,masthead
2017-04-25,2017-04-25_r04_INFORMATIVA_ESPECIAL,presidente provisional,Federico Pinedo,masthead
2017-04-25,2017-04-25_r03_ESPECIAL,presidente provisional,Federico Pinedo,masthead
2017-04-25,2017-04-25_r04_INFORMATIVA_ESPECIAL,prosecretario,Eric Calcagno,masthead
2017-04-25,2017-04-25_r03_ESPECIAL,prosecretario,Eric Calcagno,masthead
2017-04-25,2017-04-25_r04_INFORMATIVA_ESPECIAL,prosecretario,Mario Daniele,masthead
2017-04-25,2017-04-25_r03_ESPECIAL,prosecretario,Mario Daniele,masthead
2017-04-25,2017-04-25_r04_INFORMATIVA_ESPECIAL,prosecretario,Ángel Torres,masthead
2017-04-25,2017-04-25_r03_ESPECIAL,prosecretario,Ángel Torres,masthead
2017-04-25,2017-04-25_r04_INFORMATIVA_ESPECIAL,secretario,Helio Rebot,masthead
2017-04-25,2017-04-25_r03_ESPECIAL,secretario,Helio Rebot,masthead
2017-04-25,2017-04-25_r04_INFORMATIVA_ESPECIAL,secretario,Juan Pedro Tunessi,masthead
2017-04-25,2017-04-25_r03_ESPECIAL,secretario,Juan Pedro Tunessi,masthead
2017-04-25,2017-04-25_r04_INFORMATIVA_ESPECIAL,vicepresidente de la nacion,Marta Gabriela Michetti,masthead
2017-04-26,2017-04-26_r05_ESPECIAL,presidente provisional,Federico Pinedo,masthead
2017-04-26,2017-04-26_r05_ESPECIAL,prosecretario,Eric Calcagno,masthead
2017-04-26,2017-04-26_r05_ESPECIAL,prosecretario,Mario Daniele,masthead
2017-04-26,2017-04-26_r05_ESPECIAL,prosecretario,Ángel Torres,masthead
2017-04-26,2017-04-26_r05_ESPECIAL,secretario,Helio Rebot,masthead
2017-04-26,2017-04-26_r05_ESPECIAL,secretario,Juan Pedro Tunessi,masthead
2017-04-26,2017-04-26_r05_ESPECIAL,vicepresidente,Gerardo Zamora,masthead
2017-04-26,2017-04-26_r05_ESPECIAL,vicepresidente 1º,Juan Carlos Marino,masthead
2017-05-09,2017-05-09_r00_REUNION_CONJ_AMBAS_CAMARAS,secretario,Eugenio Inchausti,masthead
2017-05-09,2017-05-09_r00_REUNION_CONJ_AMBAS_CAMARAS,secretario,Juan Pedro Tunessi,masthead
2017-05-09,2017-05-09_r00_REUNION_CONJ_AMBAS_CAMARAS,vicepresidente de la nacion,Marta Gabriela Michetti,masthead
2017-05-10,2017-05-10_r06_ESPECIAL,presidente provisional,Federico Pinedo,masthead
2017-05-10,2017-05-10_r06_ESPECIAL,prosecretario,Eric Calcagno,masthead
2017-05-10,2017-05-10_r06_ESPECIAL,prosecretario,Mario Daniele,masthead
2017-05-10,2017-05-10_r06_ESPECIAL,prosecretario,Ángel Torres,masthead
2017-05-10,2017-05-10_r06_ESPECIAL,secretario,Helio Rebot,masthead
2017-05-10,2017-05-10_r06_ESPECIAL,secretario,Juan Pedro Tunessi,masthead
2017-05-10,2017-05-10_r06_ESPECIAL,vicepresidente,Gerardo Zamora,masthead
2017-05-10,2017-05-10_r06_ESPECIAL,vicepresidente de la nacion,Marta Gabriela Michetti,masthead
2017-05-31,2017-05-31_r07_ORDINARIA,presidente provisional,Federico Pinedo,masthead
2017-05-31,2017-05-31_r07_ORDINARIA,prosecretario,Eric Calcagno,masthead
2017-05-31,2017-05-31_r07_ORDINARIA,prosecretario,Mario Daniele,masthead
2017-05-31,2017-05-31_r07_ORDINARIA,prosecretario,Ángel Torres,masthead
2017-05-31,2017-05-31_r07_ORDINARIA,secretario,Helio Rebot,masthead
2017-05-31,2017-05-31_r07_ORDINARIA,secretario,Juan Pedro Tunessi,masthead
2017-05-31,2017-05-31_r07_ORDINARIA,vicepresidente de la nacion,Marta Gabriela Michetti,masthead
2017-06-28,2017-06-28_r08_INFORMATIVA_ESPECIAL,presidente provisional,Federico Pinedo,masthead
2017-06-28,2017-06-28_r08_INFORMATIVA_ESPECIAL,prosecretario,Eric Calcagno,masthead
2017-06-28,2017-06-28_r08_INFORMATIVA_ESPECIAL,prosecretario,Mario Daniele,masthead
2017-06-28,2017-06-28_r08_INFORMATIVA_ESPECIAL,prosecretario,Ángel Torres,masthead
2017-06-28,2017-06-28_r08_INFORMATIVA_ESPECIAL,secretario,Helio Rebot,masthead
2017-06-28,2017-06-28_r08_INFORMATIVA_ESPECIAL,secretario,Juan Pedro Tunessi,masthead
2017-06-28,2017-06-28_r08_INFORMATIVA_ESPECIAL,vicepresidente de la nacion,Marta Gabriela Michetti,masthead
2017-07-12,2017-07-12_r09_ESPECIAL,presidente provisional,Federico Pinedo,masthead
2017-07-12,2017-07-12_r09_ESPECIAL,prosecretario,Eric Calcagno,masthead
2017-07-12,2017-07-12_r09_ESPECIAL,prosecretario,Mario Daniele,masthead
2017-07-12,2017-07-12_r09_ESPECIAL,prosecretario,Ángel Torres,masthead
2017-07-12,2017-07-12_r09_ESPECIAL,secretario,Helio Rebot,masthead
2017-07-12,2017-07-12_r09_ESPECIAL,secretario,Juan Pedro Tunessi,masthead
2017-07-12,2017-07-12_r09_ESPECIAL,vicepresidente 1º,Juan Carlos Marino,masthead
2017-08-23,2017-08-23_r10_ORDINARIA,prosecretario,Eric Calcagno,masthead
2017-08-23,2017-08-23_r10_ORDINARIA,prosecretario,Mario Daniele,masthead
2017-08-23,2017-08-23_r10_ORDINARIA,prosecretario,Ángel Torres,masthead
2017-08-23,2017-08-23_r10_ORDINARIA,secretario,Helio Rebot,masthead
2017-08-23,2017-08-23_r10_ORDINARIA,secretario,Juan Pedro Tunessi,masthead
2017-08-23,2017-08-23_r10_ORDINARIA,vicepresidente de la nacion,Marta Gabriela Michetti,masthead
2017-09-06,2017-09-06_r11_INFORMATIVA_ESPECIAL,presidente provisional,Federico Pinedo,masthead
2017-09-06,2017-09-06_r11_INFORMATIVA_ESPECIAL,prosecretario,Eric Calcagno,masthead
2017-09-06,2017-09-06_r11_INFORMATIVA_ESPECIAL,prosecretario,Mario Daniele,masthead
2017-09-06,2017-09-06_r11_INFORMATIVA_ESPECIAL,prosecretario,Ángel Torres,masthead
2017-09-06,2017-09-06_r11_INFORMATIVA_ESPECIAL,secretario,Helio Rebot,masthead
2017-09-06,2017-09-06_r11_INFORMATIVA_ESPECIAL,secretario,Juan Pedro Tunessi,masthead
2017-09-06,2017-09-06_r11_INFORMATIVA_ESPECIAL,vicepresidente de la nacion,Marta Gabriela Michetti,masthead
2017-09-07,2017-09-07_r12_ORDINARIA,presidente provisional,Federico Pinedo,masthead
2017-09-07,2017-09-07_r12_ORDINARIA,prosecretario,Eric Calcagno,masthead
2017-09-07,2017-09-07_r12_ORDINARIA,prosecretario,Mario Daniele,masthead
2017-09-07,2017-09-07_r12_ORDINARIA,prosecretario,Ángel Torres,masthead
2017-09-07,2017-09-07_r12_ORDINARIA,secretario,Helio Rebot,masthead
2017-09-07,2017-09-07_r12_ORDINARIA,secretario,Juan Pedro Tunessi,masthead
2017-09-07,2017-09-07_r12_ORDINARIA,vicepresidente de la nacion,Marta Gabriela Michetti,masthead
2017-09-27,2017-09-27_r13_ESPECIAL,presidente provisional,Federico Pinedo,masthead
2017-09-27,2017-09-27_r13_ESPECIAL,prosecretario,Eric Calcagno,masthead
2017-09-27,2017-09-27_r13_ESPECIAL,prosecretario,Mario Daniele,masthead
2017-09-27,2017-09-27_r13_ESPECIAL,prosecretario,Ángel Torres,masthead
2017-09-27,2017-09-27_r13_ESPECIAL,secretario,Helio Rebot,masthead
2017-09-27,2017-09-27_r13_ESPECIAL,secretario,Juan Pedro Tunessi,masthead
2017-11-01,2017-11-01_r14_ESPECIAL,presidente provisional,Federico Pinedo,masthead
2017-11-01,2017-11-01_r15_INFORMATIVA_ESPECIAL,presidente provisional,Federico Pinedo,masthead
2017-11-01,2017-11-01_r14_ESPECIAL,prosecretario,Eric Calcagno,masthead
2017-11-01,2017-11-01_r15_INFORMATIVA_ESPECIAL,prosecretario,Eric Calcagno,masthead
2017-11-01,2017-11-01_r14_ESPECIAL,prosecretario,Mario Daniele,masthead
2017-11-01,2017-11-01_r15_INFORMATIVA_ESPECIAL,prosecretario,Mario Daniele,masthead
2017-11-01,2017-11-01_r14_ESPECIAL,prosecretario,Ángel Torres,masthead
2017-11-01,2017-11-01_r15_INFORMATIVA_ESPECIAL,prosecretario,Ángel Torres,masthead
2017-11-01,2017-11-01_r14_ESPECIAL,secretario,Helio Rebot,masthead
2017-11-01,2017-11-01_r15_INFORMATIVA_ESPECIAL,secretario,Helio Rebot,masthead
2017-11-01,2017-11-01_r14_ESPECIAL,secretario,Juan Pedro Tunessi,masthead
2017-11-01,2017-11-01_r15_INFORMATIVA_ESPECIAL,secretario,Juan Pedro Tunessi,masthead
2017-11-01,2017-11-01_r15_INFORMATIVA_ESPECIAL,vicepresidente 1º,Juan Carlos Marino,masthead
2017-11-22,2017-11-22_r16_ESPECIAL_EN_MINORIA,presidente provisional,Federico Pinedo,masthead
2017-11-22,2017-11-22_r16_ESPECIAL_EN_MINORIA,prosecretario,Eric Calcagno,masthead
2017-11-22,2017-11-22_r16_ESPECIAL_EN_MINORIA,prosecretario,Mario Daniele,masthead
2017-11-22,2017-11-22_r16_ESPECIAL_EN_MINORIA,secretario,Helio Rebot,masthead
2017-11-22,2017-11-22_r16_ESPECIAL_EN_MINORIA,secretario,Juan Pedro Tunessi,masthead
2017-11-29,2017-11-29_r18_ORDINARIA,presidente provisional,Federico Pinedo,masthead
2017-11-29,2017-11-29_r17_ESPECIAL,prosecretario,Eric Calcagno,masthead
2017-11-29,2017-11-29_r18_ORDINARIA,prosecretario,Eric Calcagno,masthead
2017-11-29,2017-11-29_r17_ESPECIAL,prosecretario,Mario Daniele,masthead
2017-11-29,2017-11-29_r18_ORDINARIA,prosecretario,Mario Daniele,masthead
2017-11-29,2017-11-29_r17_ESPECIAL,prosecretario,Ángel Torres,masthead
2017-11-29,2017-11-29_r18_ORDINARIA,prosecretario,Ángel Torres,masthead
2017-11-29,2017-11-29_r17_ESPECIAL,secretario,Helio Rebot,masthead
2017-11-29,2017-11-29_r18_ORDINARIA,secretario,Helio Rebot,masthead
2017-11-29,2017-11-29_r17_ESPECIAL,secretario,Juan Pedro Tunessi,masthead
2017-11-29,2017-11-29_r18_ORDINARIA,secretario,Juan Pedro Tunessi,masthead
2017-11-29,2017-11-29_r18_ORDINARIA,vicepresidente 1º,Juan Carlos Marino,masthead
2017-11-29,2017-11-29_r18_ORDINARIA,vicepresidente 2º,Adolfo Rodríguez Saá,masthead
2017-11-29,2017-11-29_r17_ESPECIAL,vicepresidente de la nacion,Marta Gabriela Michetti,masthead
2017-11-29,2017-11-29_r18_ORDINARIA,vicepresidente de la nacion,Marta Gabriela Michetti,masthead
2017-12-27,2017-12-27_r19_EXTRAORDINARIA,presidente provisional,Federico Pinedo,masthead
2017-12-27,2017-12-27_r19_EXTRAORDINARIA,prosecretario,Eric Calcagno,masthead
2017-12-27,2017-12-27_r19_EXTRAORDINARIA,prosecretario,Mario Daniele,masthead
2017-12-27,2017-12-27_r19_EXTRAORDINARIA,prosecretario,Ángel Torres,masthead
2017-12-27,2017-12-27_r19_EXTRAORDINARIA,secretario,Helio Rebot,masthead
2017-12-27,2017-12-27_r19_EXTRAORDINARIA,secretario,Juan Pedro Tunessi,masthead
2017-12-27,2017-12-27_r19_EXTRAORDINARIA,vicepresidente 1º,Juan Carlos Marino,masthead
2017-12-27,2017-12-27_r19_EXTRAORDINARIA,vicepresidente de la nacion,Marta Gabriela Michetti,masthead
2018-02-28,2018-02-28_r01_PREPARATORIA,prosecretario,Eric Calcagno,masthead
2018-02-28,2018-02-28_r01_PREPARATORIA,prosecretario,Mario Daniele,masthead
2018-02-28,2018-02-28_r01_PREPARATORIA,prosecretario,Ángel Torres,masthead
2018-02-28,2018-02-28_r01_PREPARATORIA,secretario,Helio Rebot,masthead
2018-02-28,2018-02-28_r01_PREPARATORIA,secretario,Juan Pedro Tunessi,masthead
2018-02-28,2018-02-28_r01_PREPARATORIA,vicepresidente de la nacion,Marta Gabriela Michetti,masthead
2018-03-01,2018-03-01_r00_ASAMBLEA,presidente de la honorable camara de diputados,Emilio Monzó,masthead
2018-03-21,2018-03-21_r02_ORDINARIA,presidente provisional,Federico Pinedo,masthead
2018-03-21,2018-03-21_r02_ORDINARIA,prosecretario,Eric Calcagno,masthead
2018-03-21,2018-03-21_r02_ORDINARIA,prosecretario,Mario Daniele,masthead
2018-03-21,2018-03-21_r02_ORDINARIA,secretario,Juan Pedro Tunessi,masthead
2018-03-21,2018-03-21_r02_ORDINARIA,vicepresidente,Omar Ángel Perotti,masthead
2018-03-21,2018-03-21_r02_ORDINARIA,vicepresidente de la nacion,Marta Gabriela Michetti,masthead
2018-04-18,2018-04-18_r03_ORDINARIA,presidente provisional,Federico Pinedo,masthead
2018-04-18,2018-04-18_r03_ORDINARIA,prosecretario,Eric Calcagno,masthead
2018-04-18,2018-04-18_r03_ORDINARIA,prosecretario,Mario Daniele,masthead
2018-04-18,2018-04-18_r03_ORDINARIA,secretario,Juan Pedro Tunessi,masthead
2018-04-18,2018-04-18_r03_ORDINARIA,vicepresidente de la nacion,Marta Gabriela Michetti,masthead
2018-04-25,2018-04-25_r04_ESPECIAL,presidente provisional,Federico Pinedo,masthead
2018-04-25,2018-04-25_r05_INFORMATIVA_ESPECIAL,prosecretario,Eric Calcagno,masthead
2018-04-25,2018-04-25_r04_ESPECIAL,prosecretario,Eric Calcagno,masthead
2018-04-25,2018-04-25_r05_INFORMATIVA_ESPECIAL,prosecretario,Mario Daniele,masthead
2018-04-25,2018-04-25_r04_ESPECIAL,prosecretario,Mario Daniele,masthead
2018-04-25,2018-04-25_r05_INFORMATIVA_ESPECIAL,secretario,Juan Pedro Tunessi,masthead
2018-04-25,2018-04-25_r04_ESPECIAL,secretario,Juan Pedro Tunessi,masthead
2018-04-25,2018-04-25_r04_ESPECIAL,vicepresidente,Omar Ángel Perotti,masthead
2018-04-25,2018-04-25_r05_INFORMATIVA_ESPECIAL,vicepresidente de la nacion,Marta Gabriela Michetti,masthead
2018-04-25,2018-04-25_r04_ESPECIAL,vicepresidente de la nacion,Marta Gabriela Michetti,masthead
2018-05-30,2018-05-30_r06_ESPECIAL,presidente provisional,Federico Pinedo,masthead
2018-05-30,2018-05-30_r06_ESPECIAL,prosecretario,Eric Calcagno,masthead
2018-05-30,2018-05-30_r06_ESPECIAL,prosecretario,Mario Daniele,masthead
2018-05-30,2018-05-30_r06_ESPECIAL,secretario,Juan Pedro Tunessi,masthead
2018-05-30,2018-05-30_r06_ESPECIAL,vicepresidente,Omar Ángel Perotti,masthead
2018-05-30,2018-05-30_r06_ESPECIAL,vicepresidente 1º,Juan Carlos Marino,masthead
2018-05-30,2018-05-30_r06_ESPECIAL,vicepresidente de la nacion,Marta Gabriela Michetti,masthead
2018-06-27,2018-06-27_r08_INFORMATIVA_ESPECIAL,presidente provisional,Federico Pinedo,masthead
2018-06-27,2018-06-27_r07_ORDINARIA,prosecretario,Eric Calcagno,masthead
2018-06-27,2018-06-27_r08_INFORMATIVA_ESPECIAL,prosecretario,Eric Calcagno,masthead
2018-06-27,2018-06-27_r07_ORDINARIA,prosecretario,Mario Daniele,masthead
2018-06-27,2018-06-27_r08_INFORMATIVA_ESPECIAL,prosecretario,Mario Daniele,masthead
2018-06-27,2018-06-27_r07_ORDINARIA,secretario,Juan Pedro Tunessi,masthead
2018-06-27,2018-06-27_r08_INFORMATIVA_ESPECIAL,secretario,Juan Pedro Tunessi,masthead
2018-06-27,2018-06-27_r08_INFORMATIVA_ESPECIAL,vicepresidente 1º,Juan Carlos Marino,masthead
2018-06-27,2018-06-27_r07_ORDINARIA,vicepresidente de la nacion,Marta Gabriela Michetti,masthead
2018-06-27,2018-06-27_r08_INFORMATIVA_ESPECIAL,vicepresidente de la nacion,Marta Gabriela Michetti,masthead
2018-07-04,2018-07-04_r09_ORDINARIA,prosecretario,Eric Calcagno,masthead
2018-07-04,2018-07-04_r09_ORDINARIA,prosecretario,Mario Daniele,masthead
2018-07-04,2018-07-04_r09_ORDINARIA,secretario,Juan Pedro Tunessi,masthead
2018-07-04,2018-07-04_r09_ORDINARIA,vicepresidente de la nacion,Marta Gabriela Michetti,masthead
2018-08-08,2018-08-08_r10_ESPECIAL,prosecretario,Eric Calcagno,masthead
2018-08-08,2018-08-08_r10_ESPECIAL,prosecretario,Mario Daniele,masthead
2018-08-08,2018-08-08_r10_ESPECIAL,secretario,Juan Pedro Tunessi,masthead
2018-08-09,2018-08-09_r11_ESPECIAL_EN_MINORIA,prosecretario,Eric Calcagno,masthead
2018-08-09,2018-08-09_r11_ESPECIAL_EN_MINORIA,prosecretario,Mario Daniele,masthead
2018-08-09,2018-08-09_r11_ESPECIAL_EN_MINORIA,secretario,Juan Pedro Tunessi,masthead
2018-08-09,2018-08-09_r11_ESPECIAL_EN_MINORIA,vicepresidente de la nacion,Marta Gabriela Michetti,masthead
2018-08-15,2018-08-15_r12_ESPECIAL_EN_MINORIA,prosecretario,Eric Calcagno,masthead
2018-08-15,2018-08-15_r12_ESPECIAL_EN_MINORIA,prosecretario,Mario Daniele,masthead
2018-08-15,2018-08-15_r12_ESPECIAL_EN_MINORIA,secretario,Juan Pedro Tunessi,masthead
2018-08-15,2018-08-15_r12_ESPECIAL_EN_MINORIA,vicepresidente de la nacion,Marta Gabriela Michetti,masthead
2018-08-22,2018-08-22_r13_ESPECIAL,presidente provisional,Federico Pinedo,masthead
2018-08-22,2018-08-22_r13_ESPECIAL,prosecretario,Eric Calcagno,masthead
2018-08-22,2018-08-22_r13_ESPECIAL,prosecretario,Mario Daniele,masthead
2018-08-22,2018-08-22_r13_ESPECIAL,secretario,Juan Pedro Tunessi,masthead
2018-08-22,2018-08-22_r13_ESPECIAL,vicepresidente,Omar Ángel Perotti,masthead
2018-08-22,2018-08-22_r13_ESPECIAL,vicepresidente 1º,Juan Carlos Marino,masthead
2018-08-22,2018-08-22_r13_ESPECIAL,vicepresidente de la nacion,Marta Gabriela Michetti,masthead
2018-08-29,2018-08-29_r14_ESPECIAL_EN_MINORIA,presidente provisional,Federico Pinedo,masthead
2018-08-29,2018-08-29_r14_ESPECIAL_EN_MINORIA,prosecretario,Eric Calcagno,masthead
2018-08-29,2018-08-29_r14_ESPECIAL_EN_MINORIA,prosecretario,Mario Daniele,masthead
2018-08-29,2018-08-29_r14_ESPECIAL_EN_MINORIA,secretario,Juan Pedro Tunessi,masthead
2018-09-05,2018-09-05_r15_ESPECIAL_EN_MINORIA,presidente provisional,Federico Pinedo,masthead
2018-09-05,2018-09-05_r15_ESPECIAL_EN_MINORIA,prosecretario,Eric Calcagno,masthead
2018-09-05,2018-09-05_r15_ESPECIAL_EN_MINORIA,prosecretario,Mario Daniele,masthead
2018-09-05,2018-09-05_r15_ESPECIAL_EN_MINORIA,secretario,Juan Pedro Tunessi,masthead
2018-10-10,2018-10-10_r16_ORDINARIA,presidente provisional,Federico Pinedo,masthead
2018-10-10,2018-10-10_r16_ORDINARIA,prosecretario,Eric Calcagno,masthead
2018-10-10,2018-10-10_r16_ORDINARIA,prosecretario,Mario Daniele,masthead
2018-10-10,2018-10-10_r16_ORDINARIA,secretario,Juan Pedro Tunessi,masthead
2018-10-10,2018-10-10_r16_ORDINARIA,vicepresidente,Omar Ángel Perotti,masthead
2018-11-14,2018-11-14_r17_ESPECIAL,presidente provisional,Federico Pinedo,masthead
2018-11-14,2018-11-14_r17_ESPECIAL,prosecretario,Eric Calcagno,masthead
2018-11-14,2018-11-14_r17_ESPECIAL,prosecretario,Mario Daniele,masthead
2018-11-14,2018-11-14_r17_ESPECIAL,secretario,Juan Pedro Tunessi,masthead
2018-11-14,2018-11-14_r17_ESPECIAL,vicepresidente,Omar Ángel Perotti,masthead
2018-11-14,2018-11-14_r17_ESPECIAL,vicepresidente 1º,Juan Carlos Marino,masthead
2018-11-14,2018-11-14_r17_ESPECIAL,vicepresidente 2º,Dña. María Inés Pilatti Vergara,masthead
2018-11-20,2018-11-20_r18_ESPECIAL_EN_MINORIA,presidente provisional,Federico Pinedo,masthead
2018-11-20,2018-11-20_r18_ESPECIAL_EN_MINORIA,prosecretario,Eric Calcagno,masthead
2018-11-20,2018-11-20_r18_ESPECIAL_EN_MINORIA,prosecretario,Mario Daniele,masthead
2018-11-20,2018-11-20_r18_ESPECIAL_EN_MINORIA,secretario,Juan Pedro Tunessi,masthead
2018-11-20,2018-11-20_r18_ESPECIAL_EN_MINORIA,vicepresidente 1º,Juan Carlos Marino,masthead
2018-12-12,2018-12-12_r19_EXTRAORDINARIA,presidente provisional,Federico Pinedo,masthead
2018-12-12,2018-12-12_r19_EXTRAORDINARIA,prosecretario,Eric Calcagno,masthead
2018-12-12,2018-12-12_r19_EXTRAORDINARIA,prosecretario,Mario Daniele,masthead
2018-12-12,2018-12-12_r19_EXTRAORDINARIA,secretario,Juan Pedro Tunessi,masthead
2018-12-12,2018-12-12_r19_EXTRAORDINARIA,vicepresidente de la nacion,Marta Gabriela Michetti,masthead
2018-12-19,2018-12-19_r20_EXTRAORDINARIA,presidente provisional,Federico Pinedo,masthead
2018-12-19,2018-12-19_r20_EXTRAORDINARIA,prosecretario,Eric Calcagno,masthead
2018-12-19,2018-12-19_r20_EXTRAORDINARIA,prosecretario,Mario Daniele,masthead
2018-12-19,2018-12-19_r20_EXTRAORDINARIA,secretario,Juan Pedro Tunessi,masthead
2018-12-19,2018-12-19_r20_EXTRAORDINARIA,vicepresidente de la nacion,Marta Gabriela Michetti,masthead
2019-02-27,2019-02-27_r01_PREPARATORIA,prosecretario,Eric Calcagno,masthead
2019-02-27,2019-02-27_r01_PREPARATORIA,prosecretario,Mario Daniele,masthead
2019-02-27,2019-02-27_r01_PREPARATORIA,secretario,Juan Pedro Tunessi,masthead
2019-02-27,2019-02-27_r01_PREPARATORIA,vicepresidente de la nacion,Marta Gabriela Michetti,masthead
2019-03-01,2019-03-01_r00_ASAMBLEA,presidente de la honorable camara de diputados,Emilio Monzó,masthead
2019-03-01,2019-03-01_r00_ASAMBLEA,secretario,Juan Pedro Tunessi,masthead
2019-03-20,2019-03-20_r02_ORDINARIA,presidente provisional,Federico Pinedo,masthead
2019-03-20,2019-03-20_r02_ORDINARIA,prosecretario,Eric Calcagno,masthead
2019-03-20,2019-03-20_r02_ORDINARIA,prosecretario,Mario Daniele,masthead
2019-03-20,2019-03-20_r02_ORDINARIA,secretario,Juan Pedro Tunessi,masthead
2019-03-27,2019-03-27_r03_ORDINARIA_CONTINUACION,presidente provisional,Federico Pinedo,masthead
2019-03-27,2019-03-27_r04_INFORMATIVA_ESPECIAL,presidente provisional,Federico Pinedo,masthead
2019-03-27,2019-03-27_r03_ORDINARIA_CONTINUACION,prosecretario,Eric Calcagno,masthead
2019-03-27,2019-03-27_r04_INFORMATIVA_ESPECIAL,prosecretario,Eric Calcagno,masthead
2019-03-27,2019-03-27_r03_ORDINARIA_CONTINUACION,prosecretario,Mario Daniele,masthead
2019-03-27,2019-03-27_r04_INFORMATIVA_ESPECIAL,prosecretario,Mario Daniele,masthead
2019-03-27,2019-03-27_r03_ORDINARIA_CONTINUACION,secretario,Juan Pedro Tunessi,masthead
2019-03-27,2019-03-27_r04_INFORMATIVA_ESPECIAL,secretario,Juan Pedro Tunessi,masthead
2019-04-16,2019-04-16_r05_ESPECIAL,presidente provisional,Federico Pinedo,masthead
2019-04-16,2019-04-16_r05_ESPECIAL,prosecretario,Eric Calcagno,masthead
2019-04-16,2019-04-16_r05_ESPECIAL,prosecretario,Mario Daniele,masthead
2019-04-16,2019-04-16_r05_ESPECIAL,secretario,Juan Pedro Tunessi,masthead
2019-04-16,2019-04-16_r05_ESPECIAL,vicepresidente de la nacion,Marta Gabriela Michetti,masthead
2019-05-22,2019-05-22_r06_ESPECIAL,presidente provisional,Federico Pinedo,masthead
2019-05-22,2019-05-22_r06_ESPECIAL,prosecretario,Eric Calcagno,masthead
2019-05-22,2019-05-22_r06_ESPECIAL,prosecretario,Mario Daniele,masthead
2019-05-22,2019-05-22_r06_ESPECIAL,secretario,Juan Pedro Tunessi,masthead
2019-05-22,2019-05-22_r06_ESPECIAL,vicepresidente de la nacion,Marta Gabriela Michetti,masthead
2019-07-17,2019-07-17_r07_ORDINARIA,presidente provisional,Federico Pinedo,masthead
2019-07-17,2019-07-17_r07_ORDINARIA,prosecretario,Eric Calcagno,masthead
2019-07-17,2019-07-17_r07_ORDINARIA,prosecretario,Mario Daniele,masthead
2019-07-17,2019-07-17_r07_ORDINARIA,secretario,Juan Pedro Tunessi,masthead
2019-07-17,2019-07-17_r07_ORDINARIA,vicepresidente,Omar Ángel Perotti,masthead
2019-09-18,2019-09-18_r08_ESPECIAL,presidente provisional,Federico Pinedo,masthead
2019-09-18,2019-09-18_r08_ESPECIAL,prosecretario,Eric Calcagno,masthead
2019-09-18,2019-09-18_r08_ESPECIAL,prosecretario,Mario Daniele,masthead
2019-09-18,2019-09-18_r08_ESPECIAL,secretario,Juan Pedro Tunessi,masthead
2019-09-18,2019-09-18_r08_ESPECIAL,vicepresidente de la nacion,Marta Gabriela Michetti,masthead
2019-11-13,2019-11-13_r00_ASAMBLEA,presidente de la honorable camara de diputados,Emilio Monzó,masthead
2019-11-13,2019-11-13_r09_ESPECIAL,presidente provisional,Federico Pinedo,masthead
2019-11-13,2019-11-13_r09_ESPECIAL,prosecretario,Eric Calcagno,masthead
2019-11-13,2019-11-13_r09_ESPECIAL,prosecretario,Mario Daniele,masthead
2019-11-13,2019-11-13_r00_ASAMBLEA,secretario,Juan Pedro Tunessi,masthead
2019-11-13,2019-11-13_r09_ESPECIAL,secretario,Juan Pedro Tunessi,masthead
2019-11-13,2019-11-13_r09_ESPECIAL,vicepresidente de la nacion,Marta Gabriela Michetti,masthead
